,brand_name,price,pred,name,name_token,item_description
104945,_missing_,26.0,26.0012793425,genuine smart watch premium black,genuine smart watch premium black,"one (1) high quality smart watch. brand-new, sent with free shipping (tracking included). specifications -   clock   bluetooth calling and notifications   bluetooth texting and notifications   pairing and data sync   lcd touch screen   camera   anti-lost   pedometer, sleep monitor and sedentary reminder   audio and video player   calendar   contacts details -   sim: micro   battery: 380 mah   display: lcd (240 x 240 pixels)   brand: n/a   model: a1   band color: black included -   smart watch   usb cable   user manual   retail box important: iphone limitations iphone (apple ios) only supports calling, phone book, music player, camera, clock, pedometer and anti-lost alert. all smartwatch functions are supported for android. please read: i send all items out 2 - 3 business days after receiving your address. delivery generally takes 6 - 8 business days. be sure to check out my other listings @ affordablyyours if you like this one! :) thanks for looking!!"
85064,Michael Kors,51.0,51.0026529643,new michael kors clear bag silver trim,new michael kors clear bag silver trim,"beautiful clear bag by micheal kors. limited edition tote bag clear pvc body with metallic silver trim (polyurethane) open top / no pockets ""michael kors est.1981"" logo on front of bag approximate measurements: 13.5"" long (at base) x 13.5"" high x 6.5"" deep, with 7"" hand straps. brand new, bag is folded flat for shipping. mk charm in not included. thanks for your visit."
143924,Adidas,30.0,29.9983107719,lakers jersey bundle,lakers jersey bundle,size: medium & xl 24 kobe bryant xl- yellow & purple medium- white & purple great condition adidas nike name brand
132555,Lacoste,14.0,13.99909774,lacoste black button up,lacoste black button up,this is a black women's lacoste collar button up . it kinda has a high low back . european 40
48108,_missing_,14.0,13.9990943825,"super 3d mink lashes in ""drama queen""",super 3d mink lashes in drama queen,"  3d mink lash of luxury strip lashes in ""drama queen""   measures about 12-16 mm in length   free shipping   dupe for lilly lashes in mykonos   this manufacturer has worked with lilly lashes   super 3d real mink eyelashes (cruelty-free!)   premium quality real mink fur   beautiful handmade detailing (for natural & messy look)   shiny luxurious coating   wear up to 25 times w/ proper care   sorry price is firm :(  please note: not all lashes are created equal. these lashes are better quality since they are manufactured by the same factory that has worked with lilly lashes. keywords: lilly lashes, lily lashes, nubounsom, house of lashes, hol, flutter lashes, huda lashes, miami, mykonos, makeupbysamuel, wedding eyelashes, koko lashes, iconic, doha, cannes"
23147,_missing_,10.0,9.99931949549,paris chest,paris chest,great condition and so stylish! ask any questions you have!
11920,_missing_,16.0,16.0011031321,bkr glass water bottle,bkr glass water bottle,new
140478,_missing_,13.0,12.9990651397,sterling silver shell ring size 6,sterling silver shell ring size 6,"very nice sterling silver shell design ring. size 6, marked 925. feel free to make offers"
23438,Hot Topic,22.0,22.0016689008,signed chiodos flag tshirt,signed chiodos flag tshirt," like new  from their last warped tour. signed by each current member but i honestly don't remember which signature belonged to who anymore :( super soft tshirt with chiodos flag design. the back is solid, nothing printed on it. ~punk, craig owens, badxchannels, d.r.u.g.s., metal, hot topic, riot fest, band merch, tour merch~ **price is firm; includes free shipping!**  no holds.  please read bio.  please ask any and all questions before purchasing! thank you!(:"
31554,_missing_,12.0,11.9990270387,baby girl boots size 2,baby girl boots size 2,super cute little boots size 2 or 3/6 months mi little one used them once at 4 months of age and a second time when she was 7 months old.
146033,Victoria's Secret,26.0,25.997838201,new vs pink bra & panty set,new vs pink bra panty set,logo dog sports bra & logo boyshorts new in online package (only taken out for pics)   price firm   not separating   read bio plz!! ... all questions answered in my bio or in this listing will be ignored!
111789,_missing_,10.0,10.0009464426,pink mini wireless earbud,pink mini wireless earbud,"description for mini earbuds compact, ultra mini design, light weight, popular and easy to carry. rechargeable, long battery life, fast charging. high-fidelity sound quality, enjoy high quality songs. voice broadcast when you receive a call. one button to answer call, built-in microphone. supports two bluetooth devices simultaneously connected. can be compatible with various bluetooth enabled devices such as mobile phones, tablets, pc and so on. specifications: bluetooth version: v4.0+edr power level: class ii wireless frequency: 2.402-2.480ghz talk time: about 4 hours music playing time: about 3 hours standby time: about 120 hours effective range: 10 meters weight: about 42g"
3667,Bath & Body Works,8.0,7.999212485,brand new sun lotion,brand new sun lotion,brand new sun lotion [rm] plus free ship
20900,_missing_,10.0,9.99903405781,iphone 6/6s jack daniels grey mirror,iphone 6 6s jack daniels grey mirror,"iphone 6/6s case item in title will be the one sent. make sure it fits your phone model. - bundle deal - all [rm] cases 1 for [rm] 2 for [rm] 3 for [rm] + free shipping (comment first and listing will be adjusted or made) - shipping info - * most items ship out in 2-4 days but always less than 7 days * most items typically arrive within 7 days once ""shipped"" (assuming no delays) * many styles are available for the iphone 6 plus + / 6s plus +. please comment for available first and a listing with be adjusted or made. * check out my shop for more styles! click the circle with the photo below :) thank you have a nice day! present gift xmas christmas birthday phone case cover protector stylish stussy supreme whiskey sours tennessee"
29480,_missing_,24.0,23.99770004,pf flyers,pf flyers,pf flyers dope shoes converse alternative comfortable size 10 true to size color: cream condition: 9/10 retail-[rm]+ will clean before shipping
57587,_missing_,21.0,21.0020599062,nclex review book by ati,nclex review book by ati,"great book that's easy to follow with great charts also. it's in good condition but i have highlighted, written and tabbed it. 270 pages"
79447,_missing_,14.0,13.9985814405,bobbins widger,bobbins widger,a bobbins widger with charger
5734,_missing_,19.0,19.0019051441,925 turquoise bracelet,925 turquoise bracelet,slight tarnish from sitting in my jewelry box.
15056,_missing_,12.0,12.0012661941,nwot simply southern shirt,nwot simply southern shirt,women's small new without tags
10852,_missing_,26.0,25.9971193523,dymatize elite 100% whey protein powder,dymatize elite 100 whey protein powder,sealed brand new protein powder gourmet vanilla flavor. 2 pounds. gluten free! also contains aminos (aminoacids) normally sells for 39 dollars
19888,The North Face,46.0,45.9949662659,the north face 600 down long coat m,the north face 600 down long coat m,"the north face offering it at a excellent price due to a few marks on the sleeve still lots of life left cream colored down filled size m length 35"" 20"" underarm to underarm"
82843,_missing_,56.0,55.9938338325,beautiful lularoe amelia unicorn!!,beautiful lularoe amelia unicorn,absolutely beautiful lularoe amelia in highly sought after pattern! it's such a gorgeous print!! has been worn one time! **note: this dress has a mark/stain on it under the bust line. i have included a photo with different lighting to try and show the mark as best possible.
63246,_missing_,30.0,30.0034791183,grey sally wedge lace up bootie 8.5,grey sally wedge lace up bootie 85,"grey sally wedge lace up bootie a trendy treat for your feet! lace up, vegan suede wedge booties. these booties have a comfortable fit and give your feet plenty of support! approx. measurements: wedge: 3"", height: 7"", opening: 12"". *fit is true to size."
131260,_missing_,14.0,13.9981976635,read description varsity cheer shorts,read description varsity cheer shorts,varsity brand. great condition. [rm] each.
60009,_missing_,17.0,16.9977706526,carnival glass divided dishes nuts candy,carnival glass divided dishes nuts candy,"no damages, each dish is 7-5/8"" d or 8-1/8"" from handle to rim."
140877,Victoria's Secret,21.0,20.9972421509,victoria's secret studded tote bag vs,victoria ' s secret studded tote bag vs,"new in package approximately 15"" x 13.5"" x 6"" cream colored brushed canvas with pink grin and handles. accented with gold studs. great for the beach, a trip to the park, a shopping or gym bag...etc."
32947,_missing_,40.0,39.9946688846,cool greys 11s free shipping!,cool greys 11s free shipping,"size 3boys , 4.5 in women my favorite shoes but do not fit anymore :( still in very good condition price is firm, its free shipping !"
126729,Too Faced,19.0,18.9972324924,too faced bronzer,too faced bronzer,brand new w box
79573,Hot Topic,16.0,16.0023743594,bmth crewneck,bmth crewneck,bought not long ago. has only been worn a couple times and is still in perfect condition. size is 3xl but fits more like a 1x now.
100255,Air Jordan,16.0,16.0023938692,nike men's air jordan,nike men ' s air jordan,"xxl dri fit, good condition, no snags. please checkout my closet for additional great deals, will always bundle to help you save on shipping!! thanks!!"
46353,_missing_,10.0,9.99837643979,new michigan wolverines necklace,new michigan wolverines necklace,new
39206,PINK,36.0,36.0055132941,victoria secret pink anarok jacket,victoria secret pink anarok jacket,brand new in package. xs/small. black and gray.
144908,_missing_,25.0,24.9961253152,synthetic lace wig,synthetic lace wig,brand new in box with tags model model synthetic lace wig-blue meadow all colors available message color option after purchase bundle for cheaper pricing
8335,Lululemon,64.0,64.0099699442,lululemon run nothin but run jacket,lululemon run nothin but run jacket,new lululemon jacket size 8
69989,Victoria's Secret,22.0,21.9963993216,vs small cheeky bundle,vs small cheeky bundle,brand new with tags
19466,_missing_,16.0,15.9973262936,tribal bundle,tribal bundle,no description yet
13827,_missing_,14.0,14.0024151847,21 day fix dvd,21 day fix dvd,barre legs
69803,LuLaRoe,49.0,49.0081142245,tc unicorn elephants bnwt lularoe,tc unicorn elephants bnwt lularoe,bnwt lularoe tc circus elephants. major unicorn
72788,Free People,16.0,15.9971069155,free people ruffle tank - ivory,free people ruffle tank ivory,"*gently used* free people ruffle tank - ivory. used a few times, but still in great condition  content + details  *button up *ruffle and lace detail *flowy fit *sleeveless  fitting measurements  small: bust: 33"" waist: 33"" shipping: i typically ship 1-2 days (excluding sunday) after a purchase has been made"
86245,Scentsy,31.0,30.9944758163,6 new scentsy wax bars!,6 new scentsy wax bars,this listing is for 6 authentic scentsy bars. available scents to choose from: (3) inner peace (1) dark harbor (2) lavender vanilla (2) vanilla walnut (3) cherry almond pie (1) sugar cookie (1) vanilla bean buttercream (1) flutter (2) coconut cotton (1) farmstand pumpkin (3) cherry vanilla (1) sweet pea & vanilla (1) salted caramel cupcake (2) sticky cinnamon bun (5) luna (3) autumn blaze maple (1) cashmere pear (3) christmas cottage (3) pumpkin roll (2) frosted white birch purchase this listing if you want to purchase 6 bars. 1 bar is [rm] and 3 bars is [rm]. message with comments & questions or a personal listing for a different number of bars.
45510,Victoria's Secret,14.0,13.9974077363,victoria secret push up bra,victoria secret push up bra,loads of push up!!! barely used 34d
107530,WWE,15.0,15.0028421295,wwe figures,wwe figures,no description yet
115627,PINK,17.0,16.9967442622,never worn pink leggings,never worn pink leggings,super cute and soft!! moving sale great prices
75319,_missing_,16.0,16.0031635891,7 (size 7) rings,7 size 7 rings,all new
94795,_missing_,24.0,23.9952777641,lululemon breeze by skirt (6),lululemon breeze by skirt 6,"lululemon breeze by skirt, size 6 (dot confirmed). there are grippers on the legs, and there are no holes, rips, or stains. i have pointed out a very tiny dot (pic 4) that is hardly noticeable, and there is some minor pilling on the backside of the shorts underneath. similar to nike, athleta. price firm no free shipping"
132807,Converse,42.0,42.0082993268,converse,converse,brand new black and white converse. bought them online and threw away the packaging along with the receipt/return label before i realized they were too small :(
40398,_missing_,4.0,4.00097452122,cool patch pink iron sew script 2.5 inch,cool patch pink iron sew script 25 inch,"this is a cool patch it is 1.25 inches tall and 2.5 inches across it can be ironed on or sewed on. i have an unlimited number of these patches. if you buy more than one, i will give you a discount. just comment with how many you want. check out my other patches!"
28010,_missing_,14.0,14.0029398186,super mario all stars nintendo wii game,super mario all stars nintendo wii game,selling super mario allstars for the wii. game is scratched but plays fine.
19341,Calvin Klein,16.0,15.9966643342,calvin klein cropped tank top,calvin klein cropped tank top,nwot
71592,_missing_,21.0,20.9955917092,the planner society items,the planner society items,barely used washi and a few missing stickers
76949,FOREVER 21,14.0,13.9969597903,forever 21 dusty pink skinny jeans sz24,forever 21 dusty pink skinny jeans sz24,worn once
58771,_missing_,5.0,4.99877466465,freeship suede wrap choker necklace,freeship suede wrap choker necklace,"brand new never worn (one in pic is of my own) but has these stains on the metal which i received like that; doesnt affect wear at all. shipped with tracking and comes w free brandy melville sticker w purchase! price firm and asking for lower will b ignored shipping tuesday, check out my other listings to bundle chokers!"
79533,_missing_,31.0,31.0065525325,victoria's secret pink tee bundle,victoria ' s secret pink tee bundle,"3 solid tees are xs, orange is s. all euc no flaws, 8.4 oz lush palm is brand new"
101946,PINK,21.0,20.9953893003,pink sweatshirt. size s. sequin hoodie,pink sweatshirt size s sequin hoodie,black sequin zip hoodie from victoria's secret - pink. this is a size small very comfy and cute. with light ripped jeans. has a small hole in the underneath of the arm. can't even see this hole when wearing or notice it. very cute hoodie with the sequins on front. this was originally [rm].
129988,Avia,13.0,12.9970220391,super cute sports bra!,super cute sports bra,blurry lights sports bra! think this is beyond cute as hell but it doesn't fit me :( (so sad) worn only once got as a present :/ ! size large has small amount of padding inside and is super comfy great for tshirts / gym or running medium support
45330,ALEX AND ANI,24.0,24.0054557183,alex and ani arrows of friendship bangle,alex and ani arrows of friendship bangle,"brand new with tag and meaning card! please note, however, that the top of the meaning card is torn. alex and ani ""arrows of friendship"" charity by design charm bangle in shiny silver benefiting best buddies international. stands for ""union, bond, direction."" retail value = [rm]. box available upon request. :)"
10156,Disney Pixar,14.0,13.996684934,disney's lotso plush,disney ' s lotso plush,"from toy story 4, very cute and has a strawberry smell!! i bought this a few months ago and just kept it in storage, i've washed it and the smell of strawberry is somewhat still there. it has a sort of dirty look since it had gone through tough situations in the movie. originally [rm] plus tax. price is firm"
142039,_missing_,34.0,34.0078036828,test strips,test strips,100 count
98708,_missing_,26.0,25.9938576944,amazing grace (philosophy),amazing grace philosophy,"brand new amazing grace philosophy perfumed shampoo, bath, shower gel 32 fl. oz."
109340,_missing_,11.0,10.997245318,workout top l/xl,workout top l xl,no description yet
75099,_missing_,10.0,9.9974557059,fur pom iphone 6/6s case,fur pom iphone 6 6s case,  fit perfect for iphone 6/6s case teal one    brand new high quality   this case has dust protect can protect well   free next day shipping
31649,_missing_,28.0,27.9932253326,  new bundle  m/l,new bundle m l,gorgeous lace floral bralettes in. rose white and burgandy color! s/m=32b-34c m/l=34c-36b not recommended over 36c
54287,_missing_,15.0,15.003818306,hold for**brandi** 3pairsupermariobros,hold forbrandi 3pairsupermariobros,bnwt * official nintendo licensed product * super mario brothers super sexy and stretchy boy shorts panties / underwear!! size 6 / medium * nylon/spandex ( cute video game theme underwear) ( mario and luigi ) * bundle items from my listings and save $$$* * i will pay for shipping! * reasonable offers considered / no low-balling please
23912,Disney,24.0,23.9940275571,"disney 16"" doll rapunzel",disney 16 doll rapunzel,"brand new and never opened! disney animators' doll series. price is firm, if you get 2 or more, i can do combine shipping, saving a few $$."
108181,_missing_,25.0,25.0062935632,black thigh high boots,black thigh high boots,worn three times great condition! ties in the back. 2 inch heel
31563,_missing_,35.0,34.9910963243,lularoe small floral randy blue gray,lularoe small floral randy blue gray,brand new!!! hard to find print!!! 10% off if bundled with any of my other listings ;) 15% for 3 bundles or more! don't forget to follow me!!! listing items weekly!!!
106838,_missing_,11.0,11.002995279,free shipping led bluetooth speaker,free shipping led bluetooth speaker,"* excellent bass music,support tf card, support fm, volume control * support a2dp, avrcp, headset, handsfree profile * external audio input, build in mic,wireless bluetooth 2.1 * built in rechargeable battery,charged by computer via usb interface * compact and portable,convenient to carry. * compatible with: cellphones, ipad, tables,ipod etc. (devices coming with bluetooth),such as ipad,ipod,iphone5/5c/5s/6/6+,samsung galaxy note 3/4 etc. related parameters: * working range: 10 m * working time: 2-3 hours * charging time: 2 hours * battery charging voltage: 5v * battery capacity: 500mah * loudspeaker output: 3w * input power: dc 5v * frequency response: 90hz-20khz"
10015,Faded Glory,6.0,5.99825239007,faded glory shirt,faded glory shirt,"in good condition, no stains"
91227,_missing_,8.0,8.00228661198,:: dog flannel :: xs,dog flannel xs,"so your little guy has dog shirts and coats, but does he have a flannel?! super cute collared dog flannel. new, never worn, but has a small stain on sleeve, see last pic. i believe its an xs but i'll confirm tonight. it would fit my 3-4 lb yorkie. free shipping"
9348,PINK,96.0,96.0247865452,large nwt vs pink set,large nwt vs pink set,large classic joggers and large matching half zip this is my lowest please check out other listings
19942,Adidas,26.0,26.0069351737,dewayne wade chicago bulls jersey(away),dewayne wade chicago bulls jerseyaway,"brand new with tags"" men's size 3xl smoke free home"
57427,PINK,30.0,29.9920327861,campus cozy legging,campus cozy legging,in new condition cozy lined material drawstrings
45451,Jessica Simpson,20.0,20.0054151934,jessica simpson crossbody,jessica simpson crossbody,jessica simpson crossbody. great condition only used a few weeks
42889,Michael Kors,40.0,40.0106083489,michael kors watch,michael kors watch,all black michael kors watch 100 percent real needs a battery
86727,Too Faced,22.0,21.993765347,too faced born this way foundation,too faced born this way foundation,used once. completely full. shade is sand. price is firm.
33100,Victoria's Secret,30.0,29.9915017027,vs pink (l) campus tee,vs pink l campus tee,new without tags in online packaging size large oversized fit price is firm please don't ask me when i'm shipping. i will ship out within the time frame stated or even earlier.
22331,Nike,29.0,29.0082427528,"jordan retro 5s ""hornets"" toddler 8c",jordan retro 5s hornets toddler 8c,excellent used condition. no flaws. no scratches or scuffs. comes with box for [rm] shipping. if you do not want the box i can ship for [rm]. please let me know prior to purchasing. :)
75560,Ben Nye,10.0,10.0030235519,new ben nye luxury powder banana,new ben nye luxury powder banana,new and sealed loose setting powder
145615,_missing_,24.0,23.9930679401,ecote olive suede ankle booties 6/7,ecote olive suede ankle booties 6 7,"ecote olive suede ankle booties 6/7 from urban outfitters. size 6 - i'm a true 6 but these fit me at least a whole size larger. i had to use multiple pads/cushions, but i usually wore thin socks or tights with them - there's ample room for thicker socks, or a larger foot! :) visible wear but still have plenty of life left in them. please ask any questions in the comments and i'll respond as quickly as possible! thanks! :)"
99554,_missing_,12.0,11.9963848399,women patchwork yoga sport leggings xl,women patchwork yoga sport leggings xl,"""100% brand new and high quality! color:black material:polyester package include:1pc size:s,m,l,xl tag size: s, waist: 60cm (23.6in), hip: 70cm (27.6in), length: 92cm (36.2in) tag size: m, waist: 64cm (25.2in), hip: 74cm (29.1in), length: 93cm (36.6in) tag size: l, waist: 68cm (26.8in), hip: 78cm (30.7in), length: 94cm (37in) tag size: xl, waist: 72cm (28.3in), hip: 82cm (32.3in), length: 95cm (37.4in) please leave me a message or comment which size would you like,thank you~"""
93698,_missing_,7.0,6.99777260014,sale !! acrylic nail brush,sale acrylic nail brush,with free gift #8 today ale !!!
4962,ALEX AND ANI,13.0,13.0039472838,alex & ani starfish in gold,alex ani starfish in gold,worn a few times but my skin reacts to the metal.
115306,_missing_,6.0,6.00198087878,7 faux nose rings 22g body jewelry l7,7 faux nose rings 22g body jewelry l7,"100% brand new and high quality price is firm. really cute nose ring hoops would look great with your kylie lip gloss. 22 gauge 6 mm pink, silver, gold, rose gold, gun metal grey, blue, & hematite ******once you item is packaged up and mailed out it will take at least 3-7 business days to reach you. please be patient. keep in mind i have absolutely no control over the post office***** faux nose ring hoops body jewelry earrings lip ring piercing iphone cooper iphone wire sterling silver plated pink gold free shipping"
70643,Hudson Jeans,19.0,18.9941557602,hudson light blue shorts,hudson light blue shorts,size 26
70549,Mary Kay,15.0,14.995288699,mary kay satin hands set,mary kay satin hands set,new full size peach scent
39771,Hollister,17.0,16.9946766523,5 hollister shirts deal,5 hollister shirts deal,good condition mens medium price negotiable 5 shirts actually
127265,Crocs,10.0,9.99673994224,toddler blue crocs flip flops 6/7,toddler blue crocs flip flops 6 7,"good preowned condition toddler blue crocs flip flops with back heel strap perfect for everyday, pool or the beach size 6/7 c smoke and pet free home"
98615,Hurley,15.0,14.995014511,32 light blue hurley swim trunks,32 light blue hurley swim trunks,no description yet
105598,Apple,23.0,22.992480353,ipod shuffle,ipod shuffle,"  given to me by a friend   new (never really used,might have a few songs on it)   no box"
108156,Wet n Wild,25.0,24.9917577838,wet n wild lot,wet n wild lot,2 large palettes neutral a226 milano collection purple a227 paris collection 2 small peach a029 desert festival green a211 camouflage couture 3 60 sec polishes hot chili peppers 120 pink a boo 510 district-ly come dancing 504 all unused/unopened plus lip lot
39743,PINK,19.0,19.006414672,victoria's secret pink leggings,victoria ' s secret pink leggings,nwot
27716,_missing_,10.0,9.99646027236,bpa free water bottle with pink decal,bpa free water bottle with pink decal,"brand new bpa free 25 oz. tritan water bottle with white pink decal, limegreen spout & trim. there is also a straw inside. this is for cold drinks only! this is 100% brand new & never used. thanks for looking.   **only 1 available like this. ***price is firm/no lowering ***asking=blocked! ***you must have 5+ great ratings to buy anything in my closet. i will check."
44316,_missing_,5.0,4.99805919831,turquoise stone choker,turquoise stone choker,"unused. not in packaging. turquoise gem. check out my other chokers, buy 3 get 1$ off your purchase. :)"
43067,Lancome,15.0,15.0052546177,lanc me eau fraiche douceur set of 2,lanc me eau fraiche douceur set of 2,brand new with free shipping! 1.7 fl oz / 50 ml
143722,_missing_,12.0,11.9957015927,becca highlighter,becca highlighter,color: moonstone size: 2.4g/.08oz used two times but it has phenoxyethanol which my skin is sensitive to. the color is great though.
117276,PINK,39.0,38.9866285616,vs pink comfort slides freeship medium,vs pink comfort slides freeship medium,"vs pink comfort slides sandals in silver pink iridescent hologram in medium sizes 7-8 new release at vs pink free shipping. new color! will ship within 2 handling days. price is firm,no trades,no holds, no lowballingi please. happy shopping! thank you! :-)  "
119646,_missing_,9.0,8.99664911014,walt disney classic pinocchio vhs #239v,walt disney classic pinocchio vhs 239v,tape is in good condition released exclusively in 1984 as part of the walt disney classics collection
61283,_missing_,23.0,23.0083244033,"reserved silver jeans ""twisted"" 33/33",reserved silver jeans twisted 33 33,super cute pair of (like new!) silver jeans! style: twisted bottom size: 33 inseam: 33 price is now firm
105089,_missing_,16.0,15.9940176468,adidas cloud iphone 7 rubber case,adidas cloud iphone 7 rubber case,"brand new and high quality same day shipping price is very firm i also have it available for many phone models , please comment below the listing just to let me know thanks"
51025,Fossil,17.0,16.9936595644,fossil bag,fossil bag,long live vintage 1954 crossbody bag super cute floral and strips bag some wear as shown in 2 & 3 picture selling as is smoke free pet free home
93806,_missing_,22.0,21.9918105761,yeti cups cars beer mug,yeti cups cars beer mug,"free shipping + brand new + clearance don't purchases before reading following details. [01] product detials volume: 30 oz colors: silver, black, navy, orange, red, pink, blue, green, purple, olive. white. [02] how can i choose the color or size? after you paid the product, go to: menu - my purchases - in progress - find the order- order status - write a message and tell us your choice of color . [03] is it authentic? yeah, all of them are new item and come with new tag. [04] could you give better price? no, it is the lowest price for the quality. [05] how long will it take to get order? we will ship within 4-5 days, it will take around 7-10 business days to arrive. [06] can i buy the same item here? yeah, you can find them on our store listing in general, yeti cups, mug, travel mug, coffee mug, stainless steel cup, tumbler cup, vacuum cup, beer glasses, car accessories,"
72429,LuLaRoe,40.0,40.014947589,lularoe elegance collection julia,lularoe elegance collection julia,medium ellegence collection julia dress. worn one time for about an hour. in perfect condition!
144350,Michael Kors,50.0,49.9813235185,michael kors activity tracker,michael kors activity tracker,michael kors access activity tracker. got set up but never used it. retail [rm].
100065,_missing_,10.0,10.0040299128,hurley,hurley,"selling both hurley tops, top is short sleeve size 4 and bottom is a tank size 5 both in great condition"
115279,Victoria's Secret,24.0,23.9908036952,victoria's secret vsx work out pants,victoria ' s secret vsx work out pants,new without tags attached victoria's secret vsx sport black work out pants.
52056,Nike,14.0,14.0055673908,nike dri-fit zip up,nike drifit zip up,nike dri-fit running zip up. pink. size m. no pulls or stains.
136205,New York & Company,12.0,11.9950493696,new york & company,new york company,like new used it twice for church. is lovely it has pocked on both side chic dress
134328,Infantino,10.0,9.99581020937,shopping cart cover,shopping cart cover,no description yet
132818,Nike,30.0,30.0118560212,women's nike air max,women ' s nike air max,size 7 nike air max. great condition. very comfortable! great for the gym or casual wear!
98540,_missing_,22.0,22.0088573314,toms shoes,toms shoes,brand new never used just tried on
48593,PINK,16.0,15.9934237628,pink slippers - 9/10,pink slippers 9 10,"haven't been worn since i tried them on. they were a gift and just a little too small for me, they are super soft."
78303,PINK,16.0,16.0066358099,victoria secret pink pajamas xs,victoria secret pink pajamas xs,size xs in pink brand from victoria secret no holds and prices are firm. shipping is free!
1035,PINK,12.0,12.0051058265,pink gator shirt,pink gator shirt,no description yet
14203,Levi's ,16.0,15.9931541859,levi's skinny in olive green,levi ' s skinny in olive green,"size 26 stretchy. rips at the knees, low rise fit. like new condition. never worn."
12234,_missing_,14.0,14.0060925456,plus size solid black soft leggings,plus size solid black soft leggings,leggings plus size solid black specifications 92% polyester 8% spandex (similar to lularoe and agnes and dora) buttery soft stretchy silky fabric breathable fabric to provide an effortlessly comfy and flawless fit seamless comfort elastic waistband note: color may be lighter or darker due to the different pc display one size generally fits sizes 2-12 plus one size generally fits sizes 14-20 fit can vary with body types these are not lularoe
95593,_missing_,15.0,15.0065689664,colorful elephant tapestry,colorful elephant tapestry,"brand new tapestry! size 60"" by 50"" standard tapestry size :) beautiful high quality fabric can be used as beach towel , bed throw , wall hanging etc free shipping on everything! happy shopping :)"
57483,_missing_,7.0,7.00328660292,"bogo ""sister"" necklace please read",bogo sister necklace please read,****sunday and monday only on all necklaces buy one get one for [rm]!**** ***will come in gift box with a bow*** the following listing is for a 14 year old girl. she is trying to earn as much as she can before christmas to help others. she bought a bunch of necklaces off ebay and wants to give everything she makes to help children s hospital in omaha nebraska. she wants to make sure that the families can spend christmas with their children who are in the hospital for christmas. she is planning on making sure that these families can stay in a motel and be with their loved ones. so please buy as many necklaces as you can. every sale counts and we will post the amount earned on my profile.
76650,LuLaRoe,25.0,24.989283707,lularoe carly s,lularoe carly s,teal blue
